pixel_index channel old_value new_value difference
230651 0 0 58 58
230653 0 0 57 57
230655 0 0 52 52
230657 0 0 47 47
230659 0 0 47 47
230661 0 0 50 50
230663 0 0 56 56
230665 0 0 49 49
230667 0 0 49 49
230669 0 0 81 81
230671 0 0 69 69
230673 0 0 38 38
230675 0 0 41 41
230677 0 0 38 38
230679 0 0 36 36
230681 0 0 37 37
230683 0 0 38 38
230685 0 0 43 43
230687 0 0 42 42
230689 0 0 36 36
230691 0 0 37 37
230693 0 0 75 75
230695 0 0 79 79
230697 0 0 43 43
230699 0 0 43 43
230701 0 0 42 42
230703 0 0 35 35
230705 0 0 34 34
230707 0 0 41 41
230709 0 0 46 46
230711 0 0 47 47
230713 0 0 48 48
230715 0 0 53 53
230717 0 0 61 61
230719 0 0 60 60
230721 0 0 55 55
230723 0 0 56 56
230725 0 0 62 62
230727 0 0 69 69
230729 0 0 70 70
230731 0 0 60 60
230733 0 0 56 56
230735 0 0 63 63
230737 0 0 64 64
230739 0 0 61 61
230741 0 0 55 55
230743 0 0 52 52
230745 0 0 45 45
230747 0 0 38 38
230749 0 0 35 35
230751 0 0 35 35
230753 0 0 69 69
230755 0 0 68 68
230757 0 0 63 63
230759 0 0 94 94
230761 0 0 91 91
230763 0 0 90 90
230765 0 0 90 90
230767 0 0 92 92
230769 0 0 93 93
230771 0 0 96 96
230773 0 0 95 95
230775 0 0 85 85
230777 0 0 86 86
230779 0 0 97 97
230781 0 0 94 94
230783 0 0 93 93
230785 0 0 93 93
230787 0 0 101 101
230789 0 0 108 108
230791 0 0 105 105
230793 0 0 105 105
230795 0 0 109 109
230797 0 0 121 121
230799 0 0 120 120
230801 0 0 96 96
230803 0 0 94 94
230805 0 0 124 124
230807 0 0 85 85
230809 0 0 68 68
230811 0 0 53 53
230813 0 0 62 62
230815 0 0 67 67
230817 0 0 73 73
230819 0 0 82 82
230821 0 0 64 64
230823 0 0 42 42
230825 0 0 50 50
230827 0 0 57 57
230829 0 0 86 86
230831 0 0 135 135
230833 0 0 128 128
230835 0 0 76 76
230837 0 0 73 73
230839 0 0 96 96
230841 0 0 93 93
230843 0 0 122 122
230845 0 0 116 116
230847 0 0 87 87
230849 0 0 87 87
230851 0 0 83 83
230853 0 0 77 77
230855 0 0 68 68
230857 0 0 89 89
230859 0 0 88 88
230861 0 0 80 80
230863 0 0 80 80
230865 0 0 75 75
230867 0 0 93 93
230869 0 0 88 88
230871 0 0 83 83
230873 0 0 82 82
230875 0 0 99 99
230877 0 0 109 109
230879 0 0 68 68
230881 0 0 73 73
230883 0 0 85 85
230885 0 0 132 132
230887 0 0 123 123
230889 0 0 109 109
230891 0 0 119 119
230893 0 0 117 117
230895 0 0 122 122
230897 0 0 120 120
230899 0 0 111 111
230901 0 0 114 114
230903 0 0 110 110
230905 0 0 99 99
230907 0 0 98 98
230909 0 0 103 103
230911 0 0 109 109
230913 0 0 108 108
230915 0 0 107 107
230917 0 0 103 103
230919 0 0 99 99
230921 0 0 96 96
230923 0 0 91 91
230925 0 0 87 87
230927 0 0 84 84
230929 0 0 75 75
230931 0 0 74 74
230933 0 0 74 74
230935 0 0 75 75
230937 0 0 65 65
230939 0 0 59 59
230941 0 0 91 91
230943 0 0 88 88
230945 0 0 55 55
230947 0 0 56 56
230949 0 0 84 84
230951 0 0 85 85
230953 0 0 81 81
230955 0 0 73 73
230957 0 0 72 72
230959 0 0 63 63
230961 0 0 57 57
230963 0 0 65 65
230965 0 0 68 68
230967 0 0 63 63
230969 0 0 58 58
230971 0 0 54 54
230973 0 0 58 58
230975 0 0 76 76
230977 0 0 92 92
230979 0 0 90 90
230981 0 0 87 87
230983 0 0 86 86
230985 0 0 82 82
230987 0 0 79 79
230989 0 0 81 81
230991 0 0 80 80
230993 0 0 76 76
230995 0 0 72 72
230997 0 0 71 71
230999 0 0 72 72
231001 0 0 71 71
231003 0 0 105 105
231005 0 0 122 122
231007 0 0 103 103
231009 0 0 117 117
231011 0 0 101 101
231013 0 0 115 115
231015 0 0 92 92
231017 0 0 107 107
231019 0 0 96 96
231021 0 0 114 114
231023 0 0 105 105
231025 0 0 161 161
231027 0 0 151 151
231029 0 0 154 154
231031 0 0 156 156
231033 0 0 149 149
231035 0 0 148 148
231037 0 0 108 108
231041 0 0 113 113
231043 0 0 101 101
231045 0 0 118 118
231047 0 0 106 106
231049 0 0 123 123
231051 0 0 94 94
231053 0 0 106 106
231055 0 0 91 91
231057 0 0 98 98
231059 0 0 82 82
231061 0 0 99 99
231063 0 0 84 84
231065 0 0 98 98
231067 0 0 84 84
231069 0 0 101 101
231071 0 0 89 89
231073 0 0 118 118
231075 0 0 110 110
231077 0 0 121 121
231079 0 0 71 71
231081 0 0 84 84
231083 0 0 99 99
231085 0 0 89 89
231087 0 0 70 70
231089 0 0 57 57
231091 0 0 71 71
231093 0 0 61 61
231095 0 0 55 55
231097 0 0 59 59
231099 0 0 56 56
231101 0 0 87 87
231103 0 0 90 90
231105 0 0 57 57
231107 0 0 53 53
231109 0 0 83 83
231111 0 0 77 77
231113 0 0 72 72
231115 0 0 72 72
231117 0 0 70 70
231119 0 0 65 65
231121 0 0 65 65
231123 0 0 101 101
231125 0 0 95 95
231127 0 0 91 91
231129 0 0 89 89
231131 0 0 82 82
231133 0 0 72 72
231135 0 0 66 66
231137 0 0 66 66
231139 0 0 63 63
231141 0 0 86 86
231143 0 0 83 83
231145 0 0 82 82
231147 0 0 77 77
231149 0 0 71 71
231151 0 0 68 68
231153 0 0 62 62
231155 0 0 54 54
231157 0 0 51 51
231159 0 0 60 60
231161 0 0 62 62
231163 0 0 86 86
231165 0 0 87 87
231167 0 0 75 75
231169 0 0 83 83
231171 0 0 72 72
231173 0 0 125 125
231175 0 0 120 120
231177 0 0 120 120
231179 0 0 112 112
231181 0 0 98 98
231183 0 0 97 97
231185 0 0 106 106
231187 0 0 101 101
231189 0 0 98 98
231191 0 0 102 102
231193 0 0 98 98
231195 0 0 96 96
231197 0 0 94 94
231199 0 0 90 90
231201 0 0 88 88
231203 0 0 94 94
231205 0 0 94 94
231207 0 0 89 89
231209 0 0 83 83
231211 0 0 81 81
231213 0 0 79 79
231215 0 0 78 78
231217 0 0 79 79
231219 0 0 78 78
231221 0 0 75 75
231223 0 0 74 74
231225 0 0 71 71
231227 0 0 67 67
231229 0 0 67 67
231231 0 0 68 68
231233 0 0 68 68
231235 0 0 70 70
231237 0 0 68 68
231239 0 0 66 66
231241 0 0 70 70
231243 0 0 71 71
231245 0 0 68 68
231247 0 0 72 72
231249 0 0 69 69
231251 0 0 63 63
231253 0 0 58 58
231255 0 0 61 61
231257 0 0 64 64
231259 0 0 61 61
231261 0 0 60 60
231263 0 0 63 63
231265 0 0 65 65
231267 0 0 61 61
231269 0 0 61 61
231271 0 0 63 63
231273 0 0 61 61
231275 0 0 60 60
231277 0 0 59 59
231279 0 0 57 57
231281 0 0 60 60
231283 0 0 59 59
231285 0 0 56 56
231287 0 0 58 58
231289 0 0 56 56
231291 0 0 55 55
231293 0 0 57 57
231295 0 0 55 55
231297 0 0 55 55
231299 0 0 58 58
231301 0 0 65 65
231303 0 0 62 62
231305 0 0 57 57
231307 0 0 61 61
231309 0 0 63 63
231311 0 0 60 60
231313 0 0 63 63
231315 0 0 64 64
231317 0 0 66 66
231319 0 0 68 68
231321 0 0 70 70
231323 0 0 70 70
231325 0 0 71 71
231327 0 0 73 73
231329 0 0 76 76
231331 0 0 76 76
231333 0 0 83 83
231335 0 0 84 84
231337 0 0 86 86
231339 0 0 93 93
231341 0 0 93 93
231343 0 0 92 92
231345 0 0 95 95
231347 0 0 94 94
231349 0 0 98 98
231351 0 0 103 103
231353 0 0 101 101
231355 0 0 104 104
231357 0 0 109 109
231359 0 0 106 106
231361 0 0 64 64
231363 0 0 63 63
231365 0 0 81 81
231367 0 0 73 73
231369 0 0 92 92
231371 0 0 77 77
231373 0 0 91 91
231375 0 0 49 49
231377 0 0 46 46
231379 0 0 51 51
231381 0 0 61 61
231383 0 0 76 76
231385 0 0 86 86
231387 0 0 74 74
231389 0 0 86 86
231391 0 0 42 42
231393 0 0 47 47
231395 0 0 82 82
231397 0 0 87 87
231399 0 0 36 36
231401 0 0 44 44
231403 0 0 45 45
231405 0 0 45 45
231407 0 0 47 47
231409 0 0 50 50
231411 0 0 50 50
231413 0 0 42 42
231415 0 0 74 74
231417 0 0 100 100
231419 0 0 86 86
231421 0 0 95 95
231423 0 0 89 89
231425 0 0 116 116
231427 0 0 69 69
231429 0 0 71 71
231431 0 0 71 71
231433 0 0 77 77
231435 0 0 83 83
231437 0 0 89 89
231439 0 0 94 94
231441 0 0 78 78
231445 0 0 97 97
231513 0 0 96 96
231517 0 0 103 103
231521 0 0 76 76
231525 0 0 97 97
231527 0 0 102 102
231529 0 0 96 96
231531 0 0 90 90
231533 0 0 89 89
231535 0 0 94 94
231537 0 0 125 125
231539 0 0 116 116
231541 0 0 86 86
231543 0 0 89 89
231545 0 0 86 86
231547 0 0 84 84
231549 0 0 90 90
231551 0 0 91 91
231553 0 0 91 91
231555 0 0 102 102
231557 0 0 101 101
231559 0 0 91 91
231561 0 0 84 84
231563 0 0 85 85
231565 0 0 87 87
231567 0 0 78 78
231569 0 0 74 74
231571 0 0 82 82
231573 0 0 80 80
231575 0 0 77 77
231577 0 0 72 72
231579 0 0 71 71
231581 0 0 73 73
231583 0 0 77 77
231585 0 0 75 75
231587 0 0 75 75
231589 0 0 66 66
231591 0 0 64 64
231593 0 0 63 63
231595 0 0 57 57
231597 0 0 57 57
231599 0 0 53 53
231601 0 0 56 56
231603 0 0 59 59
231605 0 0 57 57
231607 0 0 61 61
231609 0 0 73 73
231611 0 0 77 77
231613 0 0 72 72
231615 0 0 83 83
231617 0 0 107 107
231619 0 0 104 104
231621 0 0 97 97
231623 0 0 96 96
231625 0 0 95 95
231627 0 0 92 92
231629 0 0 98 98
231631 0 0 105 105
231633 0 0 105 105
231635 0 0 100 100
231637 0 0 108 108
231639 0 0 109 109
231641 0 0 96 96
231643 0 0 101 101
231645 0 0 101 101
231647 0 0 94 94
231649 0 0 91 91
231651 0 0 86 86
231653 0 0 86 86
231655 0 0 80 80
231657 0 0 111 111
231659 0 0 106 106
231661 0 0 108 108
231663 0 0 115 115
231665 0 0 110 110
231667 0 0 106 106
231669 0 0 105 105
231671 0 0 107 107
231673 0 0 109 109
231675 0 0 104 104
231677 0 0 78 78
231681 0 0 83 83
231685 0 0 95 95
231689 0 0 102 102
231693 0 0 98 98
231697 0 0 89 89
231701 0 0 95 95
231705 0 0 66 66
231709 0 0 79 79
231713 0 0 87 87
231717 0 0 100 100
231800 0 0 29 29
231805 0 0 98 98
231809 0 0 89 89
231813 0 0 140 140
231815 0 0 138 138
231817 0 0 138 138
231819 0 0 129 129
231821 0 0 89 89
231823 0 0 98 98
231825 0 0 108 108
231827 0 0 109 109
231829 0 0 107 107
231831 0 0 109 109
231833 0 0 113 113
231835 0 0 79 79
231837 0 0 71 71
231839 0 0 76 76
231841 0 0 66 66
231843 0 0 94 94
231845 0 0 122 122
231847 0 0 119 119
231849 0 0 87 87
231851 0 0 87 87
231853 0 0 91 91
231855 0 0 57 57
231857 0 0 62 62
231859 0 0 91 91
231861 0 0 78 78
231863 0 0 80 80
231865 0 0 75 75
231867 0 0 42 42
231869 0 0 47 47
231871 0 0 78 78
231873 0 0 88 88
231875 0 0 60 60
231877 0 0 57 57
231879 0 0 59 59
231881 0 0 49 49
231883 0 0 48 48
231885 0 0 75 75
231887 0 0 74 74
231889 0 0 54 54
231891 0 0 51 51
231893 0 0 42 42
231895 0 0 43 43
231897 0 0 43 43
231899 0 0 40 40
231901 0 0 49 49
231903 0 0 57 57
231905 0 0 52 52
231907 0 0 46 46
231909 0 0 45 45
231911 0 0 53 53
231913 0 0 53 53
231915 0 0 45 45
231917 0 0 39 39
231919 0 0 43 43
231921 0 0 52 52
231923 0 0 53 53
231925 0 0 55 55
231927 0 0 52 52
231929 0 0 40 40
231931 0 0 36 36
231933 0 0 41 41
231935 0 0 46 46
231937 0 0 36 36
231939 0 0 39 39
231941 0 0 77 77
231943 0 0 107 107
231945 0 0 72 72
231947 0 0 41 41
231949 0 0 50 50
231951 0 0 48 48
231953 0 0 43 43
231955 0 0 45 45
231957 0 0 51 51
231959 0 0 51 51
231961 0 0 69 69
231963 0 0 102 102
231965 0 0 77 77
231967 0 0 44 44
231969 0 0 78 78
231971 0 0 114 114
231973 0 0 86 86
231975 0 0 62 62
231977 0 0 101 101
231979 0 0 92 92
231981 0 0 89 89
231983 0 0 93 93
231985 0 0 93 93
231987 0 0 126 126
231989 0 0 129 129
231991 0 0 129 129
231993 0 0 130 130
231995 0 0 132 132
231997 0 0 141 141
231999 0 0 142 142
232001 0 0 104 104
232005 0 0 73 73
232009 0 0 113 113
232013 0 0 118 118
232020 0 255 41 214
232021 0 0 80 80
232025 0 0 107 107
232029 0 0 97 97
232037 0 0 88 88
232057 0 0 81 81
232061 0 0 103 103
232065 0 0 117 117
232086 0 0 37 37
232096 0 0 41 41
232101 0 0 129 129
232105 0 0 117 117
232109 0 0 122 122
232117 0 0 100 100
232125 0 0 118 118
232141 0 0 100 100
232390 0 255 73 182
232480 0 0 62 62
232576 0 255 45 210
232616 0 255 69 186
232710 0 255 32 223
232837 0 0 112 112
232841 0 0 111 111
232845 0 0 120 120
232849 0 0 93 93
232853 0 0 97 97
232857 0 0 94 94
232861 0 0 88 88
232865 0 0 96 96
232869 0 0 102 102
232873 0 0 90 90
232877 0 0 96 96
232881 0 0 96 96
232885 0 0 71 71
232889 0 0 89 89
232893 0 0 108 108
232897 0 0 87 87
232901 0 0 74 74
232905 0 0 91 91
232909 0 0 98 98
232913 0 0 92 92
232917 0 0 106 106
232921 0 0 102 102
232925 0 0 103 103
232929 0 0 95 95
232933 0 0 93 93
232937 0 0 104 104
232938 0 0 36 36
232941 0 0 88 88
232945 0 0 67 67
232949 0 0 76 76
232951 0 0 81 81
232953 0 0 92 92
232955 0 0 90 90
232957 0 0 103 103
232961 0 0 104 104
232963 0 0 109 109
232965 0 0 101 101
232967 0 0 106 106
232969 0 0 113 113
232971 0 0 113 113
232973 0 0 116 116
232975 0 0 120 120
232977 0 0 118 118
232979 0 0 118 118
232981 0 0 114 114
232983 0 0 117 117
232985 0 0 84 84
232987 0 0 90 90
232989 0 0 83 83
232991 0 0 83 83
232993 0 0 102 102
232995 0 0 99 99
232997 0 0 84 84
232999 0 0 92 92
233001 0 0 118 118
233003 0 0 117 117
233005 0 0 78 78
233006 0 0 22 22
233009 0 0 127 127
233011 0 0 134 134
233013 0 0 137 137
233015 0 0 137 137
233017 0 0 125 125
233019 0 0 133 133
233021 0 0 138 138
233023 0 0 109 109
233025 0 0 115 115
233027 0 0 87 87
233029 0 0 69 69
233031 0 0 74 74
233033 0 0 88 88
233035 0 0 116 116
233037 0 0 120 120
233039 0 0 93 93
233041 0 0 96 96
233043 0 0 118 118
233045 0 0 96 96
233047 0 0 76 76
233049 0 0 81 81
233051 0 0 78 78
233053 0 0 79 79
233055 0 0 79 79
233057 0 0 72 72
233059 0 0 76 76
233061 0 0 79 79
233063 0 0 84 84
233065 0 0 85 85
233067 0 0 84 84
233069 0 0 91 91
233071 0 0 102 102
233073 0 0 96 96
233075 0 0 97 97
233077 0 0 111 111
233079 0 0 116 116
233081 0 0 104 104
233083 0 0 107 107
233085 0 0 96 96
233087 0 0 90 90
233089 0 0 94 94
233091 0 0 105 105
233093 0 0 133 133
233095 0 0 140 140
233097 0 0 123 123
233099 0 0 114 114
233101 0 0 86 86
233103 0 0 102 102
233105 0 0 99 99
233107 0 0 100 100
233109 0 0 114 114
233111 0 0 127 127
233113 0 0 118 118
233115 0 0 86 86
233117 0 0 91 91
233119 0 0 94 94
233121 0 0 88 88
233123 0 0 115 115
233125 0 0 141 141
233127 0 0 135 135
233129 0 0 108 108
233131 0 0 119 119
233133 0 0 135 135
233135 0 0 105 105
233137 0 0 109 109
233139 0 0 142 142
233141 0 0 120 120
233143 0 0 95 95
233145 0 0 103 103
233147 0 0 98 98
233149 0 0 101 101
233151 0 0 133 133
233153 0 0 151 151
233155 0 0 95 95
233157 0 0 89 89
233159 0 0 120 120
233161 0 0 108 108
233163 0 0 109 109
233165 0 0 106 106
233167 0 0 105 105
233169 0 0 96 96
233171 0 0 72 72
233173 0 0 89 89
233175 0 0 115 115
233177 0 0 89 89
233181 0 0 124 124
233183 0 0 110 110
233185 0 0 84 84
233186 0 0 50 50
233189 0 0 121 121
233191 0 0 111 111
233193 0 0 67 67
233197 0 0 60 60
233201 0 0 76 76
233205 0 0 59 59
233209 0 0 50 50
233213 0 0 51 51
233217 0 0 45 45
233221 0 0 73 73
233225 0 0 103 103
233229 0 0 57 57
233233 0 0 69 69
233237 0 0 57 57
233241 0 0 89 89
233245 0 0 91 91
233249 0 0 85 85
233253 0 0 86 86
233257 0 0 101 101
233261 0 0 111 111
233265 0 0 104 104
233269 0 0 129 129
233273 0 0 132 132
233281 0 0 128 128
233289 0 0 132 132
233832 0 0 45 45
233848 0 255 44 211
233850 0 0 40 40
234378 0 0 21 21
234600 0 0 11 11
234700 0 0 54 54
234778 0 0 23 23
235104 0 0 22 22
235325 0 0 97 97
235329 0 0 97 97
235333 0 0 103 103
235337 0 0 75 75
235341 0 0 112 112
235345 0 0 94 94
235349 0 0 92 92
235353 0 0 79 79
235357 0 0 95 95
235361 0 0 67 67
235365 0 0 66 66
235369 0 0 66 66
235373 0 0 83 83
235377 0 0 91 91
235381 0 0 88 88
235385 0 0 52 52
235389 0 0 53 53
235393 0 0 82 82
235395 0 0 81 81
235397 0 0 79 79
235399 0 0 81 81
235401 0 0 52 52
235405 0 0 131 131
235407 0 0 99 99
235409 0 0 79 79
235411 0 0 81 81
235413 0 0 107 107
235415 0 0 107 107
235417 0 0 47 47
235421 0 0 115 115
235423 0 0 81 81
235425 0 0 72 72
235427 0 0 107 107
235429 0 0 111 111
235431 0 0 106 106
235433 0 0 99 99
235435 0 0 102 102
235437 0 0 101 101
235439 0 0 69 69
235441 0 0 63 63
235443 0 0 91 91
235445 0 0 123 123
235447 0 0 130 130
235449 0 0 99 99
235451 0 0 92 92
235453 0 0 123 123
235455 0 0 124 124
235457 0 0 91 91
235459 0 0 97 97
235461 0 0 123 123
235463 0 0 125 125
235465 0 0 95 95
235467 0 0 93 93
235469 0 0 121 121
235471 0 0 118 118
235473 0 0 100 100
235475 0 0 102 102
235477 0 0 117 117
235479 0 0 87 87
235481 0 0 94 94
235483 0 0 122 122
235485 0 0 115 115
235487 0 0 113 113
235489 0 0 96 96
235491 0 0 95 95
235493 0 0 112 112
235495 0 0 114 114
235497 0 0 94 94
235499 0 0 90 90
235501 0 0 110 110
235503 0 0 115 115
235505 0 0 104 104
235507 0 0 102 102
235509 0 0 92 92
235511 0 0 87 87
235513 0 0 84 84
235515 0 0 84 84
235517 0 0 95 95
235521 0 0 76 76
235523 0 0 81 81
235525 0 0 83 83
235527 0 0 88 88
235529 0 0 86 86
235531 0 0 78 78
235533 0 0 102 102
235535 0 0 104 104
235537 0 0 95 95
235539 0 0 87 87
235541 0 0 92 92
235543 0 0 88 88
235545 0 0 72 72
235547 0 0 104 104
235549 0 0 106 106
235551 0 0 104 104
235553 0 0 90 90
235555 0 0 79 79
235557 0 0 98 98
235559 0 0 91 91
235561 0 0 87 87
235563 0 0 80 80
235565 0 0 60 60
235567 0 0 80 80
235569 0 0 111 111
235571 0 0 107 107
235573 0 0 86 86
235575 0 0 86 86
235577 0 0 74 74
235579 0 0 65 65
235581 0 0 67 67
235583 0 0 61 61
235585 0 0 56 56
235587 0 0 62 62
235589 0 0 84 84
235591 0 0 78 78
235593 0 0 85 85
235595 0 0 84 84
235597 0 0 69 69
235599 0 0 69 69
235601 0 0 81 81
235603 0 0 80 80
235605 0 0 61 61
235607 0 0 62 62
235609 0 0 72 72
235611 0 0 73 73
235613 0 0 72 72
235615 0 0 102 102
235617 0 0 94 94
235619 0 0 70 70
235621 0 0 69 69
235623 0 0 64 64
235625 0 0 77 77
235627 0 0 76 76
235629 0 0 65 65
235631 0 0 65 65
235633 0 0 71 71
235635 0 0 77 77
235637 0 0 75 75
235639 0 0 74 74
235641 0 0 78 78
235643 0 0 82 82
235645 0 0 81 81
235647 0 0 88 88
235649 0 0 100 100
235651 0 0 100 100
235653 0 0 91 91
235655 0 0 86 86
235657 0 0 59 59
235659 0 0 62 62
235661 0 0 93 93
235663 0 0 91 91
235665 0 0 92 92
235667 0 0 89 89
235669 0 0 78 78
235671 0 0 75 75
235673 0 0 74 74
235675 0 0 73 73
235677 0 0 77 77
235679 0 0 104 104
235681 0 0 96 96
235683 0 0 92 92
235685 0 0 91 91
235687 0 0 97 97
235689 0 0 90 90
235691 0 0 84 84
235693 0 0 83 83
235695 0 0 86 86
235697 0 0 106 106
235699 0 0 107 107
235701 0 0 82 82
235703 0 0 79 79
235705 0 0 87 87
235707 0 0 85 85
235709 0 0 110 110
235711 0 0 117 117
235713 0 0 87 87
235715 0 0 83 83
235717 0 0 115 115
235719 0 0 123 123
235721 0 0 99 99
235723 0 0 102 102
235725 0 0 137 137
235727 0 0 144 144
235729 0 0 100 100
235731 0 0 72 72
235733 0 0 84 84
235735 0 0 100 100
235737 0 0 83 83
235739 0 0 63 63
235741 0 0 72 72
235743 0 0 55 55
235745 0 0 78 78
235747 0 0 80 80
235749 0 0 83 83
235751 0 0 93 93
235753 0 0 72 72
235755 0 0 80 80
235757 0 0 89 89
235759 0 0 89 89
235761 0 0 75 75
235763 0 0 71 71
235765 0 0 76 76
235767 0 0 72 72
235769 0 0 58 58
235771 0 0 56 56
235773 0 0 56 56
235775 0 0 74 74
235777 0 0 96 96
235779 0 0 101 101
235781 0 0 106 106
235783 0 0 70 70
235785 0 0 42 42
235787 0 0 68 68
235789 0 0 66 66
235791 0 0 63 63
235793 0 0 67 67
235795 0 0 85 85
235797 0 0 96 96
235799 0 0 93 93
235801 0 0 98 98
235803 0 0 88 88
235805 0 0 78 78
235807 0 0 47 47
235809 0 0 42 42
235811 0 0 101 101
235813 0 0 108 108
235815 0 0 86 86
235817 0 0 87 87
235819 0 0 75 75
235821 0 0 85 85
235823 0 0 75 75
235825 0 0 113 113
235827 0 0 98 98
235829 0 0 113 113
235831 0 0 97 97
235833 0 0 112 112
235835 0 0 96 96
235837 0 0 114 114
235839 0 0 77 77
235841 0 0 68 68
235843 0 0 94 94
235845 0 0 104 104
235847 0 0 82 82
235849 0 0 83 83
235851 0 0 70 70
235853 0 0 111 111
235855 0 0 105 105
235857 0 0 98 98
235859 0 0 95 95
235861 0 0 89 89
235863 0 0 85 85
235865 0 0 86 86
235867 0 0 82 82
235869 0 0 72 72
235871 0 0 69 69
235873 0 0 98 98
235875 0 0 94 94
235877 0 0 59 59
235879 0 0 56 56
235881 0 0 52 52
235883 0 0 83 83
235885 0 0 103 103
235887 0 0 99 99
235889 0 0 97 97
235891 0 0 101 101
235893 0 0 106 106
235895 0 0 102 102
235897 0 0 95 95
235899 0 0 90 90
235901 0 0 85 85
235903 0 0 92 92
235905 0 0 100 100
235907 0 0 98 98
235909 0 0 102 102
235911 0 0 104 104
235913 0 0 99 99
235915 0 0 94 94
235917 0 0 89 89
235919 0 0 87 87
235921 0 0 75 75
235923 0 0 74 74
235925 0 0 77 77
235927 0 0 77 77
235929 0 0 71 71
235931 0 0 67 67
235933 0 0 70 70
235935 0 0 70 70
235937 0 0 75 75
235939 0 0 73 73
235941 0 0 71 71
235943 0 0 74 74
235945 0 0 74 74
235947 0 0 67 67
235949 0 0 98 98
235951 0 0 103 103
235953 0 0 100 100
235955 0 0 97 97
235957 0 0 99 99
235959 0 0 96 96
235961 0 0 93 93
235963 0 0 124 124
235965 0 0 144 144
235967 0 0 129 129
235969 0 0 151 151
235971 0 0 134 134
235973 0 0 162 162
235975 0 0 132 132
235977 0 0 153 153
235979 0 0 130 130
235981 0 0 145 145
235983 0 0 124 124
235985 0 0 139 139
235987 0 0 110 110
235989 0 0 122 122
235991 0 0 107 107
235993 0 0 127 127
235995 0 0 110 110
235997 0 0 127 127
235999 0 0 111 111
236001 0 0 131 131
236003 0 0 117 117
236005 0 0 107 107
236007 0 0 82 82
236009 0 0 115 115
236011 0 0 60 60
236013 0 0 79 79
236015 0 0 87 87
236017 0 0 93 93
236019 0 0 80 80
236021 0 0 80 80
236023 0 0 71 71
236025 0 0 79 79
236027 0 0 67 67
236029 0 0 79 79
236031 0 0 63 63
236033 0 0 100 100
236035 0 0 106 106
236037 0 0 101 101
236039 0 0 94 94
236041 0 0 57 57
236043 0 0 51 51
236045 0 0 89 89
236047 0 0 85 85
236049 0 0 122 122
236051 0 0 115 115
236053 0 0 108 108
236055 0 0 108 108
236057 0 0 75 75
236059 0 0 70 70
236061 0 0 103 103
236063 0 0 94 94
236065 0 0 90 90
236067 0 0 87 87
236069 0 0 82 82
236071 0 0 114 114
236073 0 0 125 125
236075 0 0 108 108
236077 0 0 124 124
236079 0 0 98 98
236081 0 0 106 106
236083 0 0 91 91
236085 0 0 111 111
236087 0 0 97 97
236089 0 0 107 107
236091 0 0 85 85
236093 0 0 138 138
236095 0 0 139 139
236097 0 0 134 134
236099 0 0 135 135
236101 0 0 131 131
236103 0 0 128 128
236105 0 0 125 125
236107 0 0 120 120
236109 0 0 111 111
236111 0 0 109 109
236113 0 0 112 112
236115 0 0 107 107
236117 0 0 106 106
236119 0 0 107 107
236121 0 0 108 108
236123 0 0 111 111
236125 0 0 102 102
236127 0 0 98 98
236129 0 0 98 98
236131 0 0 97 97
236133 0 0 90 90
236135 0 0 90 90
236137 0 0 95 95
236139 0 0 92 92
236141 0 0 88 88
236143 0 0 92 92
236145 0 0 88 88
236147 0 0 85 85
236149 0 0 86 86
236151 0 0 86 86
236153 0 0 85 85
236155 0 0 85 85
236157 0 0 87 87
236161 0 0 83 83
236163 0 0 84 84
236165 0 0 83 83
236167 0 0 82 82
236169 0 0 80 80
236171 0 0 78 78
236173 0 0 80 80
236175 0 0 80 80
236177 0 0 76 76
236179 0 0 74 74
236181 0 0 77 77
236183 0 0 76 76
236185 0 0 75 75
236187 0 0 75 75
236189 0 0 74 74
236191 0 0 73 73
236193 0 0 73 73
236195 0 0 74 74
236197 0 0 70 70
236199 0 0 71 71
236201 0 0 75 75
236203 0 0 73 73
236205 0 0 70 70
236207 0 0 73 73
236209 0 0 73 73
236211 0 0 73 73
236213 0 0 77 77
236215 0 0 74 74
236217 0 0 68 68
236219 0 0 70 70
236221 0 0 72 72
236223 0 0 69 69
236225 0 0 72 72
236227 0 0 75 75
236229 0 0 70 70
236231 0 0 68 68
236233 0 0 73 73
236235 0 0 76 76
236237 0 0 72 72
236239 0 0 67 67
236241 0 0 66 66
236243 0 0 70 70
236245 0 0 71 71
236247 0 0 74 74
236249 0 0 74 74
236251 0 0 73 73
236253 0 0 75 75
236255 0 0 75 75
236257 0 0 81 81
236259 0 0 84 84
236261 0 0 84 84
236263 0 0 91 91
236265 0 0 92 92
236267 0 0 89 89
236269 0 0 88 88
236271 0 0 91 91
236273 0 0 97 97
236275 0 0 100 100
236277 0 0 99 99
236279 0 0 98 98
236281 0 0 95 95
236283 0 0 97 97
236285 0 0 103 103
236287 0 0 106 106
236289 0 0 106 106
236291 0 0 106 106
236293 0 0 106 106
236295 0 0 111 111
236297 0 0 109 109
236299 0 0 114 114
236301 0 0 93 93
236303 0 0 76 76
236305 0 0 121 121
236307 0 0 117 117
236309 0 0 113 113
236311 0 0 117 117
236313 0 0 116 116
236315 0 0 119 119
236317 0 0 119 119
236319 0 0 117 117
236321 0 0 122 122
236323 0 0 121 121
236325 0 0 121 121
236327 0 0 128 128
236329 0 0 89 89
236331 0 0 75 75
